MHTCET Score,12th Score,Category,Branch,College Name,Location,College_Status
93.29,82.42,NT2,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
94.39,87.9,NT3,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
93.93,90.12,OBC,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
45.64,56.66,PWD,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.66,79.18,TFWS,Civil Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
63.65,61.63,Open,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.63,57.88,EWS,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
53.81,60.0,SC,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
7.55,50.45,ST,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
58.54,54.44,VJ,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
60.87,58.99,NT2,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
49.61,51.21,NT3,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
54.69,43.33,OBC,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
76.28,70.9,TFWS,Civil Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
97.84,90.45,Open,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
97.04,89.56,EWS,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
94.38,92.22,SC,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
81.03,76.66,ST,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
93.64,83.33,VJ,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
95.84,80.11,NT1,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.27,85.66,NT2,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
97.62,91.9,NT3,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.5,87.45,OBC,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
79.79,69.87,PWD,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
97.72,90.23,TFWS,Civil Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
86.03,80.11,Open,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
86.97,84.44,EWS,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
76.84,68.88,SC,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
49.65,56.66,ST,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
81.0,73.34,VJ,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
80.07,79.56,NT1,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
81.51,80.0,NT2,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
82.25,82.22,NT3,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
81.85,78.72,OBC,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
48.97,53.32,PWD,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
92.46,72.73,TFWS,Civil Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
76.28,67.45,Open,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
77.0,69.0,EWS,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
69.59,70.0,SC,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
9.26,54.43,ST,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
73.42,60.12,VJ,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
75.16,78.0,NT1,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
62.48,57.34,NT2,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
68.81,61.23,NT3,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
71.98,69.99,OBC,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
42.92,50.0,PWD,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
83.56,78.0,TFWS,Civil Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
74.86,71.12,Open,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
71.98,71.22,EWS,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
69.21,63.33,SC,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
24.88,57.44,ST,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
32.36,49.6,VJ,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
54.62,50.23,NT1,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
56.98,51.22,NT2,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
69.65,56.51,NT3,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
70.51,64.43,OBC,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
49.22,56.77,PWD,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
86.9,81.22,TFWS,Civil Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
80.73,73.55,Open,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
78.06,67.9,EWS,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
76.61,68.45,SC,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
58.74,53.33,ST,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
76.92,71.44,VJ,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
76.28,70.34,NT1,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
79.8,64.55,NT2,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
74.19,58.88,NT3,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
76.28,73.56,OBC,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
89.69,76.89,TFWS,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
70.51,59.43,PWD,Civil Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
65.96,63.67,Open,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
51.05,59.0,EWS,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
47.34,49.36,SC,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
26.0,43.0,ST,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
62.39,60.0,VJ,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
52.74,50.0,NT1,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
46.85,43.67,NT2,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
33.34,54.0,NT3,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
58.13,57.89,OBC,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
27.65,67.0,PWD,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
73.41,70.23,TFWS,Civil Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
88.8,86.77,Open,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
90.8,86.62,EWS,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
78.03,71.67,SC,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
29.34,40.34,ST,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
71.83,63.95,VJ,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
59.68,54.44,NT1,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
88.14,88.0,NT2,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
82.22,76.99,NT3,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
82.46,79.64,OBC,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
91.13,82.22,TFWS,Civil Engineering,Karad Government College of Engineering,Karad,Government Autonomus
75.16,74.32,Open,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
77.41,76.3,EWS,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
39.96,45.54,SC,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
28.92,53.25,ST,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
67.57,60.11,VJ,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
48.05,43.22,NT1,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
55.71,50.34,NT2,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
64.45,68.0,OBC,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
86.97,83.33,TFWS,Civil Engineering,Avsari Khurd Government College of Engineering,"Avsari Khurd,Pune",Government Autonomus
36.16,69.09,Open,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
38.99,60.12,EWS,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
18.44,54.31,SC,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
13.84,64.56,ST,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
24.88,75.0,OBC,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
58.08,54.0,VJ,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
36.6,45.55,NT2,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
30.95,43.33,NT3,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
52.24,65.91,TFWS,Civil Engineering,Chandrapur Government College of Engineering,Chandrapur,Government Autonomus
55.71,65.0,Open,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
67.71,69.78,EWS,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
39.03,55.44,SC,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
5.07,54.0,ST,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
6.66,60.0,VJ,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
42.55,64.44,NT1,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
37.69,62.22,NT2,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
48.97,80.0,NT3,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
26.2,49.5,OBC,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
83.4,75.55,TFWS,Civil Engineering,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Akurdi,Pune",Private Autonomus
9.09,63.0,Open,Civil Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
24.88,72.21,EWS,Civil Engineering,"NKOCET, Solapur",Solapur,Private Autonomus
50.8,53.6,Open,Civil Engineering,"WIT,Solapur",Solapur,Private Autonomus
74.07,69.45,TFWS,Civil Engineering,"WIT,Solapur",Solapur,Private Autonomus
58.74,55.43,Open,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
66.81,70.95,EWS,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
7.73,60.87,SC,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
26.77,67.43,VJ,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
42.29,58.32,NT1,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
35.13,65.0,NT2,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
56.65,67.98,NT3,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
5.11,73.0,OBC,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
36.35,70.25,PWD,Civil Engineering,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",Kolhapur,Private Autonomus
92.49,85.9,Open,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
86.35,83.87,EWS,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
85.92,80.0,SC,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
86.35,81.23,ST,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
81.85,75.32,VJ,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
88.28,83.0,NT1,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
89.52,87.0,NT2,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
87.89,86.0,NT3,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
90.04,87.0,OBC,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
67.45,60.0,PWD,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
93.7,92.0,TFWS,Civil Engineering,"Pimpri Chinchwad College of Engineering, Pune","Pimpri Chincwad,Pune",Private Autonomus
26.77,50.43,Open,Civil Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
1.5,56.0,EWS,Civil Engineering,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur",Solapur,Unaided
1.8,53.34,Open,Civil Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
33.24,47.67,EWS,Civil Engineering,"Terna Public Charitable Trust's College of Engineering, Dharashiv",Dharashiv,Unaided
18.12,60.34,Open,Civil Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
38.9,63.89,EWS,Civil Engineering,"Shree Tuljabhavani College of Engineering, Tuljapur",Tuljapur,Unaided
99.19,93.65,Open,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.89,97.76,EWS,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
95.9,91.12,SC,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
86.83,85.0,ST,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
96.5,89.0,VJ,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.5,89.9,NT1,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
97.48,90.23,NT2,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.8,91.14,NT3,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.76,84.45,OBC,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
80.72,82.0,PWD,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.88,90.23,TFWS,Mechanical Engineering,COEP Pune,Pune,Government Autonomus
98.42,95.04,Open,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
96.39,91.22,EWS,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
92.14,87.45,SC,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
77.41,90.0,ST,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
84.95,76.98,VJ,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
95.06,78.9,NT1,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
96.79,89.12,NT2,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
90.12,80.76,NT3,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
96.71,86.77,OBC,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
85.47,82.0,PWD,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
98.2,93.45,TFWS,Mechanical Engineering,"Sardar Patel College of Engineering, Andheri","Andheri,Mumbai",Government Autonomus
97.52,90.0,Open,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.53,91.23,EWS,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
93.1,76.66,SC,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
58.87,63.45,ST,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
90.86,75.78,VJ,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
97.21,71.1,NT2,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
82.09,80.0,NT1,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.73,90.0,NT3,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
96.5,91.23,OBC,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
92.4,78.8,PWD,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
98.15,94.45,TFWS,Mechanical Engineering,"Walchand College of Engineering,Sangali",Sangali,Government Autonomus
68.81,66.42,Open,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.29,65.55,EWS,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.29,61.55,SC,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
13.31,42.21,ST,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
55.27,54.41,VJ,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
65.03,57.65,NT1,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.29,53.33,NT2,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
61.63,49.56,NT3,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
59.91,55.55,OBC,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
76.04,72.22,TFWS,Mechanical Engineering,"Government College of Engineering,Jalgaon",Jalgaon,Government Autonomus
98.42,84.44,Open,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.39,78.2,EWS,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
92.14,66.78,SC,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
77.41,70.11,ST,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
84.95,80.0,VJ,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
95.06,79.99,NT1,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.79,81.34,NT2,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
90.12,85.55,NT3,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
96.71,89.9,OBC,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
85.41,80.0,PWD,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
98.2,83.33,TFWS,Mechanical Engineering,"VJTI,Mumbai",Mumbai,Government Autonomus
88.51,81.43,Open,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
89.69,85.57,EWS,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
79.79,61.2,SC,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
2.91,59.32,ST,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
75.34,73.33,VJ,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
80.98,75.45,NT1,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
81.23,85.43,NT2,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
78.06,63.44,NT3,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
83.87,73.45,OBC,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
30.0,60.0,PWD,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
94.16,90.45,TFWS,Mechanical Engineering,Aurangabad Government College of engineering,"Sambhajinagar,Aurangabad",Government Autonomus
87.05,85.67,Open,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
88.67,84.56,EWS,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
75.86,70.06,SC,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
27.65,56.66,ST,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
76.71,65.78,VJ,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
73.18,64.42,NT1,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
85.8,83.56,NT2,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
83.28,71.23,NT3,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
83.34,79.9,OBC,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
25.54,61.12,PWD,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
89.69,85.56,TFWS,Mechanical Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Nanded,Government Autonomus
80.07,70.11,Open,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
76.61,75.55,EWS,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
73.27,65.55,SC,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
67.95,62.33,ST,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
22.94,45.34,VJ,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
77.41,70.45,NT1,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
58.08,69.54,NT2,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
79.99,67.0,NT3,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
76.63,69.99,OBC,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
20.92,40.23,PWD,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
86.01,84.11,TFWS,Mechanical Engineering,Nagpur Government College of Engineering,Nagpur,Government Autonomus
84.05,79.34,Open,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
82.25,75.34,EWS,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
73.18,69.23,SC,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
33.24,62.78,ST,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
75.17,72.0,VJ,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
79.8,73.65,NT1,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
78.41,79.0,NT2,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
75.17,64.56,NT3,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
81.85,76.36,OBC,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
87.5,80.56,TFWS,Mechanical Engineering,Amravati Government College of Engineering,Amravati,Government Autonomus
62.39,60.0,Open,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
58.13,66.66,EWS,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
37.73,61.9,SC,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
22.65,67.89,ST,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
46.45,56.0,VJ,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
49.61,59.0,NT1,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
5.0,43.0,NT2,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
58.74,50.0,NT3,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
56.65,53.33,OBC,Mechanical Engineering,Yavatmal Government College of Engineering,Yavatmal,Government Autonomus
